months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,total_claims,days_as_customer,high_risk
160,33,2/8/09,IL,500/1000,1000,1422.78,0,FEMALE,High School,exec-managerial,exercise,husband,1/20/15,Multi-vehicle Collision,Front Collision,3,Ambulance,NC,Riverwood,1989 Solo Lane,17,3,?,2,3,YES,52800,5280,5280,42240,Nissan,Pathfinder,2006,N,52800,2172,0
224,42,3/6/05,OH,500/1000,500,1212.75,0,FEMALE,College,prof-specialty,kayaking,own-child,1/27/15,Single Vehicle Collision,Front Collision,1,Fire,WV,Springfield,6331 MLK Ave,11,1,?,0,0,YES,55200,9200,13800,32200,Honda,Civic,1998,N,55200,3614,0
194,34,5/17/94,IN,100/300,1000,1423.34,0,MALE,Associate,sales,camping,not-in-family,1/21/15,Vehicle Theft,?,1,Unknown,WV,Riverwood,8453 Elm St,0,1,YES,0,3,NO,9100,1400,1400,6300,Chevrolet,Malibu,2003,N,9100,7554,0
385,51,7/20/90,IN,250/500,1000,976.37,0,FEMALE,MD,craft-repair,reading,husband,2/18/15,Multi-vehicle Collision,Rear Collision,1,Other,WV,Riverwood,1422 Flute Ave,14,3,?,1,3,?,67600,13520,6760,47320,Suburu,Legacy,2007,N,67600,8979,1
100,33,4/17/05,OH,250/500,500,1124.59,6000000,MALE,College,adm-clerical,golf,not-in-family,2/26/15,Single Vehicle Collision,Rear Collision,1,Other,NC,Columbus,5058 4th Lane,4,1,NO,1,2,NO,40800,6800,6800,27200,BMW,X5,2004,N,40800,3602,0
371,50,2/10/94,IN,250/500,1000,1569.33,0,MALE,PhD,machine-op-inspct,board-games,not-in-family,1/29/15,Multi-vehicle Collision,Side Collision,2,Other,WV,Springfield,3098 Oak Lane,2,3,NO,2,1,YES,84500,13000,13000,58500,Volkswagen,Passat,2011,Y,84500,7658,1
175,39,3/29/95,IN,500/1000,500,1359.36,5000000,MALE,PhD,exec-managerial,hiking,husband,2/8/15,Multi-vehicle Collision,Front Collision,2,Other,SC,Arlington,9103 MLK Lane,9,3,YES,2,2,YES,71610,13020,6510,52080,Toyota,Highlander,2012,Y,71610,7256,1
373,55,4/30/07,IN,250/500,500,1607.36,0,MALE,MD,sales,yachting,own-child,1/19/15,Multi-vehicle Collision,Rear Collision,2,Other,SC,Arlington,8624 Francis Ave,21,4,?,0,2,NO,60600,6060,12120,42420,Dodge,RAM,2007,Y,60600,2821,1
258,41,2/15/01,IL,100/300,500,1042.25,0,MALE,Masters,exec-managerial,reading,unmarried,2/8/15,Multi-vehicle Collision,Rear Collision,2,Fire,NC,Riverwood,2905 Embaracadero Drive,0,3,NO,2,3,NO,81240,6770,20310,54160,Mercedes,C300,2008,Y,81240,5106,1
255,39,7/9/01,OH,250/500,500,1453.95,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,1/7/15,Multi-vehicle Collision,Side Collision,3,Fire,WV,Springfield,3443 Maple Ridge,17,3,YES,0,3,NO,29300,2930,5860,20510,Audi,A3,2010,N,29300,4930,0
37,31,9/6/08,IL,500/1000,500,1969.63,0,FEMALE,MD,sales,skydiving,own-child,2/13/15,Multi-vehicle Collision,Side Collision,3,Fire,WV,Northbend,1618 Maple Hwy,21,3,NO,1,1,YES,76450,6950,13900,55600,Dodge,RAM,1995,N,76450,2351,1
322,44,12/19/04,IL,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,cross-fit,husband,2/15/15,Multi-vehicle Collision,Side Collision,2,Fire,NY,Northbrook,3751 Tree Hwy,20,3,YES,0,3,?,49400,9880,4940,34580,Jeep,Wrangler,2010,N,49400,3710,0
204,38,11/15/00,IL,100/300,2000,1124.47,0,FEMALE,MD,tech-support,kayaking,wife,2/14/15,Single Vehicle Collision,Side Collision,3,Ambulance,SC,Northbrook,6848 Elm Hwy,5,1,NO,0,1,?,88400.65,16460,16460,57610,Ford,F150,2003,N,90530,5204,1
76,31,3/14/07,OH,500/1000,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,movies,not-in-family,1/31/15,Vehicle Theft,?,1,Police,WV,Northbrook,4237 4th St,7,1,NO,2,1,NO,8030,1460,730,5840,Mercedes,E400,1995,N,8030,2880,0
193,40,12/28/04,IL,100/300,500,1155.38,0,FEMALE,PhD,handlers-cleaners,movies,not-in-family,1/28/15,Single Vehicle Collision,Side Collision,1,Fire,NY,Columbus,6581 Rock Ridge,6,1,NO,0,0,YES,63900,6390,6390,51120,Accura,TL,2001,N,63900,3683,1
405,55,7/5/99,IL,250/500,500,878.19,0,MALE,PhD,machine-op-inspct,golf,unmarried,3/1/15,Multi-vehicle Collision,Rear Collision,1,Fire,NC,Northbend,7236 Apache Lane,2,4,YES,0,2,NO,38640,4830,4830,28980,Chevrolet,Tahoe,1997,N,38640,5718,0
435,58,11/15/97,IN,100/300,2000,1145.85,0,MALE,JD,sales,movies,not-in-family,1/10/15,Multi-vehicle Collision,Rear Collision,3,Other,NY,Columbus,3846 4th Hwy,19,3,?,1,1,YES,41490,9220,4610,27660,Mercedes,E400,2004,N,41490,6265,0
54,35,9/27/10,IN,100/300,500,1261.28,0,FEMALE,MD,protective-serv,hiking,unmarried,2/25/15,Multi-vehicle Collision,Side Collision,1,Fire,VA,Springfield,5028 Maple Ridge,21,3,YES,2,0,?,79090,14380,7190,57520,Nissan,Maxima,2012,N,79090,1612,1
144,35,8/30/93,IL,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,cross-fit,wife,1/30/15,Multi-vehicle Collision,Side Collision,2,Police,WV,Springfield,7426 Rock Drive,3,3,?,0,0,?,87900,17580,8790,61530,Dodge,Neon,1995,N,87900,7823,1
92,32,1/29/98,IL,500/1000,500,1592.41,0,MALE,Masters,prof-specialty,yachting,husband,2/6/15,Single Vehicle Collision,Rear Collision,3,Ambulance,WV,Columbus,5771 Best St,22,1,?,2,3,YES,53400,5340,5340,42720,Jeep,Wrangler,1996,N,53400,6217,0
173,36,8/18/07,OH,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,basketball,unmarried,2/8/15,Single Vehicle Collision,Rear Collision,3,Fire,SC,Springfield,9818 Cherokee Ave,22,1,YES,2,3,NO,52030,9460,9460,33110,Accura,MDX,1995,N,52030,2731,0
436,60,4/14/92,IN,250/500,500,1362.31,0,MALE,High School,prof-specialty,bungie-jumping,wife,1/13/15,Single Vehicle Collision,Front Collision,1,Ambulance,VA,Arlington,7819 2nd Ave,16,1,NO,0,2,NO,82060,14920,7460,59680,Saab,93,2005,N,82060,8309,1
155,35,8/9/93,OH,250/500,1000,919.37,0,FEMALE,Associate,protective-serv,hiking,not-in-family,1/18/15,Single Vehicle Collision,Front Collision,1,Ambulance,NY,Northbrook,1331 Elm Ridge,0,1,?,0,3,?,48360,8060,8060,32240,Nissan,Maxima,1997,N,48360,7832,0
78,31,4/2/91,OH,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,kayaking,unmarried,3/1/15,Multi-vehicle Collision,Side Collision,1,Other,NY,Hillsdale,9240 Britain Ave,1,3,?,2,1,?,52290,5810,11620,34860,Nissan,Maxima,1997,N,52290,8734,0
440,57,3/15/07,IL,100/300,1000,995.55,5000000,MALE,College,protective-serv,paintball,wife,2/2/15,Multi-vehicle Collision,Rear Collision,2,Police,SC,Arlington,6668 Andromedia Ridge,19,3,YES,0,3,?,68200,12400,12400,43400,Jeep,Wrangler,2007,Y,68200,2881,1
264,43,5/1/10,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,basketball,wife,1/20/15,Multi-vehicle Collision,Rear Collision,2,Other,NY,Columbus,5276 2nd Lane,0,3,?,2,1,NO,60750,13500,6750,40500,Jeep,Wrangler,2015,Y,60750,1725,1
66,30,6/24/03,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,paintball,wife,1/24/15,Multi-vehicle Collision,Front Collision,2,Fire,SC,Arlington,2889 Weaver St,2,3,?,0,2,YES,65560,11920,11920,41720,Volkswagen,Passat,2015,Y,65560,4232,1
366,50,7/8/90,IN,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,basketball,husband,1/4/15,Multi-vehicle Collision,Rear Collision,1,Police,NY,Arlington,1879 4th Lane,5,3,YES,1,3,NO,70290,12780,12780,44730,Mercedes,C300,2012,N,70290,8946,1
188,37,9/24/94,OH,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,hiking,own-child,1/17/15,Single Vehicle Collision,Rear Collision,3,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,?,2,0,YES,45000,5000,5000,35000,Suburu,Forrestor,2003,N,45000,7420,0
224,39,6/20/12,IL,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,sleeping,other-relative,2/4/15,Multi-vehicle Collision,Rear Collision,3,Fire,VA,Riverwood,8822 Sky St,21,3,YES,2,1,?,61800,12360,6180,43260,Suburu,Impreza,2007,N,61800,959,1
253,46,4/19/06,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,husband,2/14/15,Multi-vehicle Collision,Front Collision,2,Ambulance,NY,Columbus,4254 Best Ridge,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001,N,64570,3223,1
446,61,4/7/99,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,unmarried,1/7/15,Single Vehicle Collision,Rear Collision,1,Other,VA,Springfield,5812 Weaver Ave,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,2007,N,70500,5754,1
169,37,12/7/01,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,movies,other-relative,2/2/15,Multi-vehicle Collision,Side Collision,3,Police,SC,Northbrook,7155 Apache Drive,4,3,?,2,1,YES,57900,17370,5790,34740,Audi,A5,2005,N,57900,4805,0
255,46,11/25/06,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,own-child,1/12/15,Multi-vehicle Collision,Front Collision,1,Fire,WV,Northbrook,1376 Pine St,2,3,NO,1,0,NO,57860,5260,10520,42080,Volkswagen,Jetta,2011,N,57860,2970,0
209,39,12/6/96,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,polo,husband,1/1/15,Single Vehicle Collision,Side Collision,1,Fire,VA,Northbrook,3340 3rd Hwy,22,1,?,1,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,1995,N,37800,6600,0
210,37,7/10/12,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,hiking,own-child,2/22/15,Single Vehicle Collision,Front Collision,3,Ambulance,NY,Northbend,3097 4th Drive,8,1,?,1,3,YES,63300,6330,6330,50640,Toyota,Highlander,2000,N,63300,957,1
174,33,4/7/14,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,own-child,1/16/15,Multi-vehicle Collision,Rear Collision,3,Ambulance,WV,Northbrook,1916 Elm St,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,93,1995,N,44200,284,0
70,28,10/11/03,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,husband,1/28/15,Multi-vehicle Collision,Side Collision,1,Police,WV,Arlington,8917 Cherokee Lane,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,Camry,2006,N,31680,4127,0
89,32,1/17/15,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,not-in-family,1/23/15,Parked Car,?,0,Police,WV,Northbrook,8492 Weaver Hwy,5,1,YES,1,2,?,100,10,20,70,Audi,A3,2002,N,100,6,0
458,61,12/7/92,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,2/25/15,Single Vehicle Collision,Front Collision,1,Fire,WV,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,2003,N,56340,8115,0
239,40,11/29/04,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,2/11/15,Multi-vehicle Collision,Rear Collision,3,Police,NC,Springfield,4545 4th Ridge,20,3,?,0,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,N,69740,3726,1
161,38,1/2/04,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,not-in-family,1/3/15,Multi-vehicle Collision,Front Collision,3,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003,N,60480,4019,1
446,61,1/25/06,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,1/30/15,Multi-vehicle Collision,Rear Collision,1,Police,NC,Hillsdale,5341 5th Ave,1,3,?,2,1,NO,80880,6740,13480,60660,Nissan,Ultima,2005,N,80880,3292,1
476,61,4/18/93,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,1/18/15,Single Vehicle Collision,Front Collision,3,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,2009,N,49390,7945,0
70,29,12/9/06,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,1/4/15,Single Vehicle Collision,Front Collision,1,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,NO,0,3,?,69360,11560,11560,46240,Dodge,RAM,2009,N,69360,2948,1
233,41,8/30/97,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,other-relative,1/20/15,Vehicle Theft,?,1,Unknown,NY,Springfield,4857 Weaver St,6,1,NO,0,1,?,3740,680,680,2380,Chevrolet,Malibu,2011,N,3740,6352,0
122,33,6/3/91,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,2/12/15,Parked Car,?,0,Unknown,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,Ultima,2003,N,5060,8655,0
335,48,9/6/95,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,2/19/15,Multi-vehicle Collision,Front Collision,3,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,Y,35860,7106,0
257,40,2/9/00,IN,100/300,2000,1306,0,MALE,Associate,machine-op-inspct,cross-fit,husband,2/21/15,Multi-vehicle Collision,Front Collision,2,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,?,50050,7700,3850,38500,Ford,Fusion,2008,Y,50050,5491,0
85,27,7/23/96,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,2/2/15,Multi-vehicle Collision,Rear Collision,1,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,2012,N,59070,6768,1
133,30,9/21/05,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,2/1/15,Multi-vehicle Collision,Front Collision,1,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,2007,N,28440,3420,0
119,34,12/30/11,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,1/8/15,Single Vehicle Collision,Front Collision,2,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998,Y,45540,1105,0
169,34,7/21/96,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,1/16/15,Single Vehicle Collision,Rear Collision,1,Fire,VA,Arlington,1386 Britain St,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,N,38700,6753,0
225,39,4/8/96,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,2/20/15,Parked Car,?,0,Unknown,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N,5830,6892,0
84,32,3/4/01,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,1/30/15,Single Vehicle Collision,Rear Collision,3,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,X6,1995,Y,57240,5080,0
169,39,10/19/01,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,1/19/15,Multi-vehicle Collision,Rear Collision,3,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N,46200,4840,0
124,32,8/18/06,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,2/25/15,Single Vehicle Collision,Side Collision,3,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,N,57700,3113,0
320,48,4/28/13,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,1/24/15,Multi-vehicle Collision,Front Collision,1,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,N,56160,636,0
297,47,11/29/09,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,1/16/15,Multi-vehicle Collision,Side Collision,3,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N,44400,1874,0
421,56,2/15/90,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,1/12/15,Single Vehicle Collision,Rear Collision,2,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,88400.65,16860,8430,67440,Mercedes,E400,2004,Y,92730,9097,1
136,33,4/12/02,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,1/4/15,Single Vehicle Collision,Side Collision,1,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N,30700,4650,0
46,24,2/21/99,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,2/2/15,Single Vehicle Collision,Side Collision,2,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,1999,N,56600,5825,0
34,24,6/18/11,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,2/1/15,Parked Car,?,0,Unknown,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960,660,660,2640,Audi,A3,1998,N,3960,1324,0
95,30,3/26/95,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,2/14/15,Single Vehicle Collision,Rear Collision,1,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,MDX,1999,N,34800,7265,0
140,36,5/3/91,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,2/8/15,Multi-vehicle Collision,Rear Collision,1,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N,79500,8682,1
200,34,12/19/01,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,1/22/15,Single Vehicle Collision,Front Collision,3,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N,56000,4782,0
123,29,8/5/12,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,1/14/15,Single Vehicle Collision,Rear Collision,1,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y,73260,892,1
267,46,8/9/04,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,2/3/15,Parked Car,?,0,Unknown,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,N,4950,3830,0
290,42,1/20/14,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,1/20/15,Single Vehicle Collision,Rear Collision,1,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,N,48000,365,0
45,37,12/19/11,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,1/1/15,Single Vehicle Collision,Side Collision,2,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N,52200,1109,0
186,38,7/28/08,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,2/2/15,Multi-vehicle Collision,Rear Collision,1,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995,N,73800,2380,1
135,34,5/5/98,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,1/23/15,Single Vehicle Collision,Side Collision,3,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,N,78200,6107,1
110,33,4/16/95,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,1/26/15,Single Vehicle Collision,Rear Collision,2,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,2015,Y,55200,7225,0
259,43,2/14/92,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,1/2/15,Multi-vehicle Collision,Side Collision,3,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,N,57060,8358,0
114,30,7/11/07,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,2/25/15,Vehicle Theft,?,1,Unknown,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N,4680,2786,0
404,56,4/7/10,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,1/15/15,Single Vehicle Collision,Front Collision,1,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,Y,53100,1744,0
282,48,3/10/91,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,2/9/15,Vehicle Theft,?,1,Unknown,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N,3520,8737,0
57,25,1/20/96,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,1/16/15,Multi-vehicle Collision,Front Collision,3,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N,72900,6936,1
215,38,3/1/10,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,2/1/15,Single Vehicle Collision,Rear Collision,3,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N,70700,1798,1
140,30,6/15/14,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,2/10/15,Multi-vehicle Collision,Side Collision,1,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006,N,60170,240,1
250,42,11/25/04,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,1/3/15,Single Vehicle Collision,Rear Collision,2,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009,Y,74800,3691,1
286,41,8/26/00,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,1/1/15,Vehicle Theft,?,0,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,Malibu,2009,N,4100,5241,0
356,47,8/23/05,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,2/23/15,Single Vehicle Collision,Side Collision,1,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,RAM,2009,N,61490,3471,1
65,29,8/9/90,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,1/28/15,Vehicle Theft,?,0,Unknown,VA,Hillsdale,4453 Best Ave,14,1,?,0,0,?,7200,720,1440,5040,Audi,A5,1999,N,7200,8938,0
187,34,3/28/03,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,2/22/15,Multi-vehicle Collision,Side Collision,1,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011,N,45100,4349,0
386,53,10/23/07,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,1/3/15,Single Vehicle Collision,Front Collision,1,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N,66660,2629,1
197,41,6/27/96,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,1/10/15,Single Vehicle Collision,Front Collision,2,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y,76400,6771,1
166,37,12/11/94,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,1/25/15,Single Vehicle Collision,Rear Collision,3,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N,58300,7350,1
293,49,12/5/95,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,1/10/15,Single Vehicle Collision,Front Collision,3,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002,N,57310,6976,0
179,32,12/15/96,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,1/28/15,Single Vehicle Collision,Front Collision,1,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006,N,53100,6618,0
76,24,6/6/11,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,2/18/15,Multi-vehicle Collision,Side Collision,3,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997,N,74700,1353,1
105,28,12/13/95,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,1/24/15,Multi-vehicle Collision,Rear Collision,2,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N,60500,6982,1
97,26,10/28/97,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,1/20/15,Multi-vehicle Collision,Side Collision,3,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y,84920,6293,1
148,36,1/4/96,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,1/10/15,Single Vehicle Collision,Side Collision,3,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N,61050,6946,1
